,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2010,269,442,0,106,137,15,20,3,15,3,12,32,7,267,242,1,1,341,445,0,0,0
2011,247,330,0,215,144,16,64,3,12,1,1,65,37,508,503,1,7,291,341,0,0,0
2012,160,178,50,25,28,12,12,15,11,4,9,97,72,403,405,7,7,148,187,1,12,1
2013,166,231,0,215,144,10,18,12,9,5,9,42,40,254,262,10,9,203,237,0,0,0
2014,158,332,0,215,144,14,19,16,15,0,9,47,15,271,261,7,7,186,320,0,0,0
2015,177,157,0,21,6,16,64,0,8,5,3,59,73,454,455,7,6,166,162,0,0,0
2016,186,254,0,25,144,4,8,9,4,3,8,85,49,363,342,10,9,198,262,0,2,0
2017,180,251,0,215,144,7,20,7,3,11,13,60,44,254,225,10,9,208,252,0,0,0
2018,279,327,0,106,64,11,23,15,13,13,17,40,34,220,219,6,8,300,320,0,0,0
2019,142,140,4,3,33,12,40,7,12,10,21,67,65,159,160,8,5,124,113,0,18,1
2020,49,166,0,215,144,10,29,7,14,2,12,66,41,234,228,10,9,124,171,0,8,0
2021,167,349,0,67,122,7,17,3,13,9,10,14,3,310,293,0,1,257,353,0,0,0
2022,39,5,218,215,144,6,37,13,13,15,17,98,99,508,503,10,9,18,12,1,68,1
2023,236,228,86,215,144,8,26,11,11,13,18,87,81,207,230,10,9,206,232,1,86,1
2024,93,228,0,38,109,0,15,5,0,1,10,47,17,319,300,0,0,154,237,0,0,0
2025,293,313,19,52,77,2,24,10,0,8,17,69,66,251,254,6,7,303,313,1,0,0
2026,80,167,0,32,35,7,13,7,3,6,3,88,58,310,301,6,6,99,164,0,33,1
2027,124,107,266,215,144,11,35,11,11,17,14,96,97,225,270,8,8,106,113,1,32,1
2028,127,135,75,19,59,12,30,14,12,10,19,83,69,234,280,5,5,127,129,1,15,1
2029,169,269,0,215,87,0,12,2,0,8,8,54,27,351,332,0,4,215,283,0,0,0
2030,187,260,0,25,104,5,16,6,4,13,12,45,49,322,297,0,1,236,254,0,0,0
2031,205,218,30,50,42,14,22,7,13,9,16,91,67,158,178,8,7,181,216,1,30,1
2032,261,277,0,215,144,16,64,16,9,0,5,90,80,508,503,8,8,242,281,0,0,0
2033,122,189,6,17,108,16,64,13,1,12,8,63,31,393,382,1,5,131,202,0,0,0
2034,88,141,0,11,68,4,10,0,6,6,4,71,49,359,341,3,7,105,148,0,0,0
2035,127,175,0,21,144,9,13,8,9,3,7,63,65,350,349,6,7,142,163,0,0,0
2036,201,146,150,52,12,12,34,12,12,12,15,92,94,49,97,8,8,169,122,1,59,1
2037,79,191,0,21,102,11,15,8,8,6,10,72,26,389,391,0,1,135,199,0,0,0
2038,82,168,0,215,144,13,7,16,15,0,7,96,44,323,329,2,9,117,176,0,0,0
2039,146,157,6,215,144,16,64,7,13,15,17,59,53,508,503,1,3,144,159,0,157,1
2040,172,221,0,215,144,14,14,3,7,4,8,74,64,253,256,10,9,186,222,0,41,1
2041,169,264,0,215,144,9,7,16,8,0,3,76,41,303,302,10,9,189,271,0,0,0
2042,204,307,0,34,89,6,24,3,7,15,14,53,33,309,301,1,5,257,311,0,0,0
2043,52,137,0,13,85,6,10,5,5,2,5,74,49,392,380,4,1,83,146,0,0,0
2044,143,269,0,215,144,11,20,4,12,5,11,91,29,508,503,10,9,169,278,0,6,0
2045,263,277,0,90,12,1,20,1,4,8,11,25,94,221,228,7,7,267,219,0,47,1
2046,205,192,0,215,144,11,21,3,3,7,7,66,65,382,381,10,9,201,199,0,0,0
2047,266,234,12,30,2,3,18,4,5,10,13,91,89,291,281,8,8,241,240,1,181,1
2048,233,290,21,215,144,7,18,3,1,5,15,76,76,146,123,7,6,235,251,1,0,0
2049,238,247,0,46,144,4,19,1,4,7,16,54,42,260,238,7,7,214,257,0,183,1
2050,260,278,0,54,89,9,21,8,9,10,15,67,51,309,291,5,1,246,281,0,18,1
2051,281,287,31,74,7,2,24,10,9,11,16,87,69,256,246,8,7,272,285,1,2,0
2052,98,223,0,215,144,13,24,3,14,9,15,55,36,232,241,10,9,192,227,0,0,0
2053,241,222,10,15,2,16,64,1,11,2,16,85,84,222,247,8,8,235,216,1,0,0
2054,308,279,0,92,18,12,30,13,12,18,19,66,60,179,248,7,6,301,267,0,18,1
2055,201,222,2,215,144,8,23,11,8,11,12,56,53,291,290,10,9,217,220,0,0,0
2056,322,337,127,65,50,11,22,8,12,11,12,81,61,142,125,7,7,320,348,1,165,1
2057,245,267,0,215,144,8,22,5,9,4,14,66,82,273,272,10,9,266,252,0,0,0
2058,249,263,71,215,144,0,17,12,4,3,13,86,71,331,347,10,9,238,262,1,176,1
2059,182,335,0,50,121,6,20,0,3,3,13,74,26,311,302,1,1,237,338,0,0,0
2060,209,257,0,48,63,9,15,11,9,4,8,62,58,363,348,5,7,233,242,0,12,1
2061,211,197,22,215,144,10,24,10,10,18,17,77,66,321,344,10,9,191,199,1,8,0
2062,179,264,0,44,117,10,19,10,10,11,12,60,30,358,346,6,1,184,258,0,0,0
2063,213,393,0,72,123,4,13,5,3,4,6,70,18,323,283,0,1,236,388,0,0,0
2064,148,139,27,13,25,12,18,15,12,4,11,97,72,321,349,10,9,125,143,1,4,0
2065,330,447,0,215,41,6,28,1,13,14,13,14,13,133,145,10,9,393,386,0,0,0
2066,197,265,4,70,117,11,23,11,8,11,10,69,35,249,255,5,4,191,260,0,6,0
2067,256,263,36,29,54,0,13,2,0,5,11,77,68,254,256,10,9,263,269,1,4,0
2068,219,353,0,38,99,7,15,6,7,4,11,89,26,301,284,1,1,246,359,0,0,0
2069,129,182,0,215,103,2,15,8,2,5,6,59,38,416,400,0,1,139,194,0,0,0
2070,116,173,12,5,144,6,8,14,7,1,5,95,71,375,395,8,7,142,174,1,2,0
2071,269,353,0,63,107,3,13,7,3,6,9,55,21,234,199,0,0,316,364,0,0,0
2072,197,213,0,52,93,6,43,6,7,23,17,42,45,4,25,7,9,231,176,0,4,0
2073,229,329,0,80,110,3,12,1,6,5,6,59,26,324,328,1,1,228,335,0,0,0
2074,135,164,0,23,16,12,13,15,11,9,10,71,52,363,373,7,7,149,168,0,0,0
2075,166,165,2,15,63,10,17,11,8,10,15,49,46,355,380,7,5,157,162,0,2,0
2076,281,373,0,116,129,5,24,5,3,17,14,48,20,278,243,2,1,286,371,0,0,0
2077,155,211,0,17,81,3,13,6,9,9,8,64,50,374,350,1,2,171,205,0,0,0
2078,364,418,0,156,70,15,29,14,11,17,14,12,10,161,163,3,5,392,417,0,0,0
2079,91,169,0,34,85,6,10,16,6,0,7,86,55,296,272,1,9,112,169,0,0,0
2080,143,202,0,215,144,3,11,7,4,7,9,57,56,380,354,10,9,177,199,0,0,0
2081,320,346,0,65,107,0,23,1,0,13,15,71,38,218,202,2,4,321,351,0,0,0
2082,243,260,66,215,144,3,11,6,3,4,10,98,74,508,503,10,9,214,262,1,32,1
2083,223,264,0,215,144,5,11,10,5,5,10,78,76,258,242,10,9,257,260,0,0,0
2084,119,198,0,215,144,15,26,12,12,13,20,62,18,305,313,10,9,166,201,0,0,0
2085,120,160,35,15,75,13,5,9,7,3,3,84,53,368,373,7,4,113,172,1,0,0
2086,54,138,0,215,144,0,6,16,1,0,4,89,45,365,374,10,9,60,151,0,0,0
2087,281,294,0,86,111,16,64,0,2,7,9,69,65,266,289,1,5,285,296,0,0,0
2088,366,275,0,75,125,9,25,2,0,10,13,47,25,320,318,4,3,198,263,0,0,0
2089,184,383,0,215,144,10,28,6,3,4,10,66,21,306,249,10,9,245,386,0,0,0
2090,291,335,99,54,87,1,16,1,5,10,13,59,63,176,173,6,6,326,335,1,4,0
2091,234,287,0,29,85,1,4,12,1,2,5,67,52,327,313,5,1,263,292,0,0,0
2092,195,240,30,215,144,15,22,13,13,12,13,52,50,508,503,10,9,210,229,1,0,0
2093,243,361,0,65,130,1,15,12,15,2,3,71,24,280,266,0,2,267,369,0,0,0
2094,180,257,0,38,101,16,64,13,0,11,6,63,45,324,321,1,1,177,253,0,0,0
2095,62,183,0,19,41,14,21,16,13,0,13,77,49,342,324,7,6,122,177,0,9,0
2096,302,339,72,30,54,13,20,15,15,7,14,83,65,187,171,7,7,313,347,1,22,1
2097,260,273,0,38,100,16,64,2,4,2,12,73,70,244,234,7,1,267,281,0,0,0
2098,282,320,0,80,59,9,20,10,9,9,12,56,63,241,242,1,7,316,295,0,28,1
2099,113,165,0,13,75,3,26,3,5,15,17,74,40,260,248,1,3,101,173,0,4,0
2100,92,172,2,3,89,0,7,16,2,0,5,97,64,243,283,10,9,90,184,0,2,0
2101,238,308,0,102,144,12,15,3,12,4,11,32,31,214,231,4,2,269,307,0,0,0
2102,290,302,261,215,144,2,14,10,0,8,9,79,64,297,298,10,9,304,307,1,0,0
2103,233,291,2,36,100,3,9,15,5,1,4,66,59,294,268,3,3,270,279,0,0,0
2104,207,205,0,17,41,11,12,11,10,7,10,65,60,340,361,5,7,201,211,0,0,0
2105,209,317,0,36,113,0,19,5,0,4,9,72,48,315,304,1,2,261,306,0,0,0
2106,201,221,0,54,48,12,13,8,11,6,9,95,73,300,309,8,6,180,225,0,0,0
2107,263,269,0,215,25,11,21,11,11,10,17,64,57,216,244,10,9,262,260,0,0,0
2108,215,230,2,215,144,4,5,13,1,5,7,57,53,294,307,10,9,214,230,0,0,0
2109,188,232,0,69,88,3,35,3,6,23,27,29,43,211,196,1,7,216,231,0,12,1
2110,256,352,0,70,42,1,17,11,12,1,6,41,30,211,213,10,9,289,338,0,23,1
2111,160,144,25,215,144,7,19,16,6,0,7,95,83,118,123,10,9,141,149,1,9,0
2112,137,253,0,65,104,2,17,9,0,7,11,24,47,294,285,1,1,231,249,0,0,0
2113,283,372,60,104,99,0,21,0,0,12,11,45,28,179,158,3,5,320,374,1,0,0
2114,185,244,0,44,87,6,13,7,9,10,9,76,44,315,307,1,6,188,247,0,0,0
2115,286,270,0,99,0,15,18,5,15,4,8,61,97,265,304,7,8,268,199,0,77,1
2116,264,290,53,215,144,2,14,11,0,6,8,85,86,237,258,10,9,255,246,1,46,1
2117,222,231,12,215,144,0,12,8,1,10,6,69,44,508,503,10,9,217,240,1,0,0
2118,175,235,12,215,144,11,11,14,11,6,7,85,64,207,208,10,9,194,229,1,0,0
2119,221,190,0,78,0,11,25,3,6,17,14,35,93,198,215,8,8,207,145,0,83,1
2120,29,165,0,215,144,14,7,15,3,3,5,71,37,397,391,10,9,75,172,0,0,0
2121,190,213,0,215,144,5,13,8,3,3,5,71,73,316,306,8,8,211,209,0,0,0
2122,198,282,0,67,127,9,13,4,0,3,12,76,48,262,268,1,4,246,287,0,0,0
2123,193,219,0,215,144,12,14,14,12,4,6,97,76,245,258,10,9,201,222,0,8,0
2124,137,198,0,11,35,5,8,2,4,5,8,91,56,422,403,7,5,129,211,0,0,0
2125,141,168,6,215,144,11,29,11,8,23,18,78,36,508,503,10,9,111,159,0,2,0
2126,270,265,2,215,144,4,12,9,5,8,5,84,81,208,201,10,9,262,269,0,0,0
2127,265,263,0,50,2,7,26,13,14,8,17,59,46,158,152,8,7,247,256,0,0,0
2128,80,180,4,215,144,3,12,1,3,6,10,70,48,290,273,10,9,125,189,0,0,0
2129,231,233,0,67,75,10,22,8,8,13,16,69,41,256,290,7,3,207,233,0,0,0
2130,111,201,0,215,144,7,17,5,7,7,12,70,40,283,274,10,9,152,209,0,0,0
2131,266,235,0,215,144,8,37,10,10,21,25,74,73,304,335,10,9,244,232,0,10,1
2132,138,135,30,19,70,15,28,13,13,15,16,69,75,210,218,7,7,120,126,1,47,1
2133,135,221,0,9,93,16,64,3,6,5,10,60,30,298,277,1,1,136,231,0,6,0
2134,124,204,2,215,144,13,18,15,13,12,12,49,39,236,244,10,9,184,197,0,0,0
2135,222,240,4,215,79,15,23,13,15,8,10,75,65,238,237,10,9,221,237,0,6,0
2136,157,203,0,215,77,7,27,3,6,8,12,70,39,169,159,10,9,159,214,0,16,1
2137,247,227,0,63,24,12,17,12,15,10,9,71,57,196,221,7,7,239,226,0,41,1
2138,161,274,10,84,121,14,18,3,13,1,10,72,18,219,224,2,6,188,270,1,0,0
2139,175,198,0,215,144,7,15,6,13,13,7,53,40,187,191,10,9,188,205,0,0,0
2140,191,222,0,215,144,10,15,2,9,5,10,67,81,243,254,10,9,235,221,0,0,0
2141,301,314,26,50,52,10,21,10,10,13,12,78,64,244,233,6,7,291,315,1,16,1
2142,137,138,0,15,14,15,25,14,12,12,11,88,86,240,274,10,9,142,130,0,25,1
2143,217,246,18,60,47,1,23,4,1,6,17,81,54,434,439,7,7,206,231,1,15,1
2144,138,195,0,215,144,9,13,14,9,3,12,89,59,368,364,10,9,152,195,0,0,0
2145,194,186,0,215,144,9,23,9,10,12,16,67,64,329,342,10,9,190,192,0,0,0
2146,229,251,35,46,24,3,13,3,4,5,10,61,65,293,298,7,7,255,255,1,39,1
2147,281,403,0,215,144,11,25,6,8,13,17,18,27,508,503,10,9,325,364,0,0,0
2148,191,284,2,32,116,15,17,14,12,3,8,97,68,206,222,10,9,191,271,0,0,0
2149,81,199,0,215,144,7,7,16,16,0,0,93,45,332,309,10,9,104,210,0,2,0
2150,151,178,31,215,144,14,31,3,14,12,9,79,85,208,191,10,9,179,163,1,70,1
2152,216,341,0,69,144,10,17,10,9,9,9,37,25,284,271,3,7,273,349,0,0,0
2153,247,227,10,215,144,10,23,8,8,15,16,91,94,356,362,10,9,218,211,1,27,1
2154,219,283,87,215,144,16,64,13,16,8,39,74,100,199,503,7,9,202,468,1,0,0
2155,140,132,66,17,23,7,16,3,12,9,7,93,79,141,158,10,9,125,145,1,72,1
2156,144,268,0,50,106,12,16,16,12,0,12,37,24,337,326,0,0,228,278,0,0,0
2157,189,187,2,32,7,1,12,4,4,7,11,81,95,331,310,8,8,207,183,0,144,1
2158,212,234,13,215,144,10,16,8,9,8,6,61,45,508,503,10,9,199,230,1,8,0
2159,136,160,97,215,144,7,13,13,6,1,9,95,63,233,221,10,9,123,169,1,87,1
2160,314,332,0,215,144,13,23,6,3,10,16,60,78,206,191,10,9,337,300,0,115,1
2161,271,235,23,215,144,5,30,2,7,5,9,84,96,128,123,10,9,250,218,1,123,1
2162,239,302,0,215,144,16,64,6,16,14,39,53,100,508,503,10,9,247,468,0,0,0
2163,250,321,0,86,108,9,21,9,9,17,9,11,8,289,274,2,1,247,322,0,0,0
2164,234,326,0,78,91,11,17,2,7,5,7,34,24,226,204,1,7,263,321,0,0,0
2165,124,182,0,15,97,10,14,3,10,5,7,68,51,386,390,1,3,147,188,0,0,0
2166,205,232,30,17,144,9,17,12,16,12,39,82,100,351,503,10,9,208,468,1,9,0
2167,151,156,9,56,8,3,16,5,3,2,7,94,90,123,92,7,7,170,158,0,84,1
2168,179,161,25,4,17,16,64,13,13,14,13,79,72,293,318,6,8,159,164,1,18,1
2169,83,268,0,38,144,7,21,3,14,8,17,33,18,332,307,10,9,222,276,0,0,0
2170,185,348,0,139,144,2,18,5,4,3,10,99,22,299,262,10,9,225,346,0,0,0
2171,243,311,0,78,144,4,21,5,3,12,8,47,37,299,290,6,7,268,309,0,9,0
2172,175,172,13,23,85,14,28,7,14,17,12,64,43,199,241,6,7,163,175,1,0,0
2173,204,272,0,46,75,1,5,11,1,3,4,55,52,332,322,3,7,237,270,0,0,0
2174,262,241,0,70,3,0,44,1,0,21,18,73,86,239,246,7,8,252,228,0,360,1
2175,151,195,12,215,144,7,18,14,7,5,13,70,54,256,245,10,4,162,199,1,0,0
2176,219,204,93,25,43,10,27,12,8,14,21,77,83,306,309,4,7,209,198,1,38,1
2177,272,318,2,215,144,4,13,2,4,3,11,80,63,508,503,10,9,276,316,0,0,0
2178,149,272,0,215,144,10,21,0,10,8,13,47,41,508,503,10,9,220,264,0,0,0
2179,70,59,0,215,144,0,17,0,0,12,9,96,96,508,503,10,9,58,68,0,0,0
2180,275,367,0,106,129,5,22,5,1,13,13,46,18,314,276,1,2,286,365,0,0,0
2181,257,308,0,98,105,12,21,8,11,5,15,46,51,251,256,1,6,283,281,0,0,0
2182,193,304,0,95,116,11,13,8,11,8,8,56,26,322,316,0,0,211,291,0,0,0
2183,139,180,27,215,144,15,14,7,13,5,10,97,69,355,374,10,9,155,176,1,16,1
2184,100,201,0,23,101,11,13,1,8,3,6,80,26,342,346,1,1,136,209,0,0,0
2185,310,371,0,215,144,12,23,14,15,8,14,4,22,168,191,10,1,349,371,0,0,0
2186,241,203,67,215,144,8,39,8,8,29,21,79,70,310,360,10,9,217,207,1,0,0
2187,253,260,249,48,23,16,64,2,2,15,16,91,72,316,338,8,7,241,266,1,72,1
2188,171,220,0,46,36,12,20,0,11,4,10,74,64,184,203,10,9,188,223,0,32,1
2189,236,298,0,69,102,11,16,5,15,2,8,52,54,184,190,2,1,283,273,0,0,0
2190,249,287,0,62,102,10,18,10,9,13,15,54,52,289,288,1,2,271,284,0,0,0
2191,233,383,0,82,144,10,13,9,15,8,7,56,16,190,176,1,0,263,373,0,0,0
2192,245,260,0,84,107,11,15,2,15,4,11,55,44,277,293,6,1,243,259,0,0,0
2193,183,185,51,215,144,11,30,7,13,15,12,88,75,189,207,10,9,155,174,1,59,1
2194,263,302,0,76,118,0,13,2,0,6,7,58,58,220,217,7,5,297,298,0,4,0
2195,141,195,0,9,24,8,12,16,9,0,6,89,69,405,406,1,7,168,200,0,0,0
2196,195,145,119,215,144,12,22,11,11,11,12,98,80,23,35,8,8,163,124,1,81,1
2198,249,263,9,215,144,13,18,6,14,10,6,79,29,169,244,10,9,245,251,0,0,0
2199,162,178,21,36,122,10,24,10,10,20,13,49,40,414,424,6,2,167,178,1,0,0
2200,202,210,6,13,40,8,22,6,15,14,12,71,50,275,291,7,2,193,214,0,0,0
2201,228,228,0,119,0,1,19,1,5,8,7,30,31,272,276,10,9,221,235,0,58,1
2202,222,199,58,34,101,9,20,9,9,13,12,65,63,315,324,3,1,206,206,1,9,0
2203,301,352,0,46,110,4,23,5,4,2,19,70,44,223,216,1,1,317,345,0,0,0
2204,206,312,0,58,57,1,18,7,4,5,6,80,45,305,263,7,2,219,317,0,19,1
2205,344,353,0,67,78,15,39,6,3,7,8,72,65,172,149,7,2,335,357,0,124,1
2206,144,221,8,19,0,5,12,4,14,8,5,81,65,147,110,7,7,182,217,0,2,0
2207,117,227,25,215,144,3,13,16,5,0,12,84,51,350,330,4,9,144,234,1,35,1
2208,215,235,0,215,90,13,20,10,15,7,12,49,35,228,234,10,9,207,241,0,0,0
2209,244,236,0,215,144,9,18,8,10,10,5,75,64,374,373,8,8,213,232,0,0,0
2210,167,212,0,215,144,14,18,14,7,15,11,38,31,241,245,10,9,175,224,0,0,0
2211,150,137,140,50,84,6,41,7,7,19,19,78,70,215,256,4,6,131,135,1,2,0
2212,52,144,23,13,60,8,7,7,14,5,5,89,48,357,351,1,6,63,154,1,0,0
2213,176,218,2,65,68,15,8,12,10,4,5,86,60,280,294,7,2,173,209,0,2,0
2214,302,398,33,96,100,8,27,3,9,13,5,44,26,119,98,5,6,335,406,1,12,1
2215,147,187,0,44,94,13,15,13,0,10,13,51,40,342,331,1,4,161,189,0,0,0
2216,103,196,0,19,105,15,9,4,6,5,5,62,37,341,340,1,3,135,191,0,0,0
2217,175,257,0,215,144,16,64,7,7,1,8,55,30,508,503,0,0,205,270,0,0,0
2218,171,330,0,101,111,7,16,6,7,4,17,11,3,266,247,0,0,249,334,0,0,0
2219,174,343,0,52,120,3,11,0,3,3,8,63,26,372,373,5,5,247,345,0,0,0
2220,274,226,29,215,0,16,64,11,11,2,5,90,87,303,312,8,8,242,239,1,87,1
2221,197,345,0,50,130,9,11,1,12,4,6,74,32,327,316,0,1,212,342,0,0,0
2222,144,261,0,215,144,6,29,3,3,9,13,40,32,215,188,10,9,221,259,0,0,0
2223,309,388,0,84,103,12,20,5,13,8,6,61,33,217,199,3,6,307,381,0,0,0
2224,273,300,0,215,144,9,14,10,9,12,11,67,63,298,290,10,9,291,300,0,0,0
2225,146,223,2,215,144,16,64,7,16,1,0,92,60,508,503,3,1,141,197,0,2,0
2226,253,314,0,215,122,2,31,2,2,21,18,43,17,279,272,10,9,251,323,0,0,0
2227,53,73,429,215,144,12,7,16,16,39,39,99,100,508,503,10,9,399,468,2,12,1
2228,156,283,0,56,132,15,11,5,13,9,9,75,19,300,314,3,4,180,274,0,0,0
2229,199,214,0,42,82,3,25,3,3,17,17,63,54,278,243,2,5,186,212,0,23,1
2230,153,198,4,215,144,16,64,7,7,2,3,77,51,508,503,1,2,161,193,0,0,0
2231,182,265,6,215,80,15,22,6,12,3,13,68,55,250,258,2,6,207,269,0,9,0
2232,121,162,0,33,144,12,12,15,12,5,10,69,42,409,397,7,7,131,165,0,0,0
2233,194,272,32,215,144,3,23,7,5,13,20,59,62,278,233,10,9,251,264,1,4,0
2234,225,281,0,93,133,16,64,15,0,8,12,37,30,200,201,1,1,234,256,0,0,0
2235,189,281,0,29,73,3,20,6,3,14,10,65,32,252,234,10,6,201,276,0,0,0
2236,313,367,4,62,117,1,11,16,3,0,9,57,51,151,150,3,3,351,367,0,0,0
2237,134,228,0,19,96,3,15,1,3,2,9,97,37,339,304,4,6,143,233,0,0,0
2238,187,265,0,60,87,7,23,6,9,7,9,60,37,199,182,6,4,199,247,0,9,0
2239,110,311,0,215,144,1,14,4,3,10,8,44,15,508,503,10,9,229,317,0,0,0
2240,234,286,13,17,75,15,23,7,5,9,11,86,58,182,148,7,1,227,289,1,0,0
2241,278,269,67,29,35,1,19,0,1,11,7,82,70,303,314,7,7,267,271,1,50,1
2242,194,210,2,215,144,15,16,13,12,7,8,63,68,263,271,10,9,208,206,0,0,0
2243,272,268,8,42,82,0,15,6,14,7,10,93,77,250,275,8,3,252,269,0,6,0
2244,112,227,0,215,144,9,17,8,8,10,10,45,30,508,503,10,9,188,222,0,0,0
2245,271,267,0,48,111,0,13,0,0,13,11,78,80,326,338,3,7,272,265,0,0,0
2246,284,300,8,50,60,1,25,1,1,7,19,92,64,258,255,7,8,267,300,0,10,1
2247,211,292,0,215,144,4,14,12,5,3,10,95,52,369,348,10,9,204,284,0,0,0
2248,56,92,0,215,144,12,28,12,15,15,13,95,55,508,503,10,9,58,82,0,0,0
2249,258,315,26,44,135,2,22,12,13,6,9,35,28,211,208,1,1,296,325,1,0,0
2250,227,245,0,72,31,4,20,13,4,6,13,65,50,305,289,10,9,223,249,0,0,0
2251,258,410,0,215,144,1,15,16,4,0,10,73,22,200,172,10,9,288,413,0,0,0
2252,349,356,0,90,113,14,21,7,14,10,18,60,52,228,204,2,3,338,356,0,8,0
2253,193,232,23,19,63,16,64,6,6,11,5,67,88,218,216,2,8,208,164,1,72,1
2254,254,274,0,70,27,15,19,3,15,8,7,24,45,251,281,10,9,282,237,0,29,1
2255,208,250,13,108,100,13,31,14,7,15,17,48,30,179,167,1,7,221,246,1,2,0
2256,247,373,0,215,144,10,23,16,15,0,11,75,25,508,503,10,9,258,368,0,0,0
2257,270,269,25,215,144,1,17,1,1,10,11,77,66,358,364,10,9,266,273,1,10,1
2258,141,206,0,215,144,8,19,8,8,13,15,68,46,317,357,3,9,158,211,0,0,0
2259,113,197,2,11,79,3,15,3,3,8,12,84,61,328,310,2,4,137,200,0,4,0
2260,164,183,0,17,144,10,18,10,10,11,5,72,54,275,288,1,1,156,195,0,0,0
2262,269,305,18,108,119,15,23,15,9,16,13,67,59,188,206,5,6,270,275,1,29,1
2263,297,352,0,54,103,3,16,4,3,11,13,69,48,245,227,2,2,312,345,0,0,0
2264,160,189,0,38,63,8,13,8,8,10,5,75,51,274,280,7,6,153,196,0,2,0
2265,208,274,0,52,95,1,11,14,1,3,10,76,63,282,261,1,1,255,277,0,0,0
2266,313,347,0,62,100,7,14,0,6,10,10,55,51,210,193,6,6,330,358,0,2,0
2267,325,317,31,38,18,7,15,14,14,11,10,77,74,195,186,7,7,320,316,1,49,1
2268,225,214,9,215,144,5,13,16,3,0,6,85,84,331,332,4,9,214,218,0,18,1
2269,164,155,4,19,0,16,64,3,7,6,3,90,93,223,220,7,8,161,162,0,66,1
2270,261,282,77,82,144,2,9,8,4,4,2,97,65,174,155,10,9,246,292,1,141,1
2271,102,110,57,215,144,8,18,10,2,13,7,96,97,508,503,10,9,83,91,1,16,1
2272,300,346,0,75,97,0,18,1,1,8,16,72,48,231,215,3,6,310,338,0,0,0
2273,169,253,0,215,144,7,23,13,13,9,16,55,29,217,214,10,1,215,262,0,4,0
2274,289,316,4,62,32,10,12,9,0,5,7,77,68,267,260,7,8,303,308,0,6,0
2275,155,251,0,62,125,12,19,5,12,3,13,75,45,338,346,1,0,172,250,0,0,0
2276,160,165,31,13,56,15,23,7,15,11,16,93,71,247,283,10,9,153,164,1,9,0
2277,137,178,8,13,67,7,16,3,14,5,11,97,73,255,275,10,9,122,175,0,4,0
2278,121,179,0,34,88,4,10,16,1,0,3,64,43,451,434,10,9,142,189,0,0,0
2279,140,271,0,48,100,15,10,1,7,7,5,59,14,342,333,3,2,203,280,0,0,0
2280,241,241,0,42,63,8,14,11,10,11,8,72,65,293,303,6,1,244,247,0,112,1
2281,244,337,0,80,97,10,25,8,10,14,15,63,47,251,273,5,7,276,317,0,0,0
2282,179,210,72,215,73,16,64,3,14,11,26,88,55,229,202,5,4,175,209,1,103,1
2283,298,392,0,136,80,0,31,5,15,9,16,25,36,242,238,10,9,357,307,0,6,0
2284,168,236,0,215,144,3,10,13,5,5,8,42,42,265,247,10,9,200,241,0,0,0
2285,278,403,1,110,144,7,17,5,6,4,10,47,24,219,220,10,9,304,409,0,0,0
2286,135,223,0,215,144,15,13,15,12,7,8,61,58,315,336,10,9,222,215,0,0,0
2287,171,163,100,215,144,13,31,13,14,5,16,86,65,108,157,10,9,149,156,1,49,1
2288,47,197,0,30,112,8,14,10,8,8,9,48,25,337,349,0,1,130,200,0,0,0
2289,167,295,0,50,138,12,12,1,8,4,6,63,35,292,276,2,6,190,283,0,0,0
2290,92,175,0,215,144,13,25,16,13,0,14,97,43,230,219,10,9,108,164,0,0,0
2291,59,131,0,1,144,15,11,12,15,1,8,85,49,334,341,1,2,79,143,0,2,0
2292,272,281,0,215,144,5,19,5,3,6,13,82,72,194,185,10,9,265,282,0,0,0
2293,270,264,35,25,79,16,64,16,1,0,13,90,72,316,297,6,5,250,271,1,23,1
2294,270,361,30,215,144,7,28,14,14,9,13,47,25,508,503,10,9,298,363,1,0,0
2295,143,201,53,215,144,2,7,16,9,0,7,98,51,508,503,10,9,166,209,1,2,0
2296,64,127,4,215,144,6,17,5,6,1,10,96,82,259,248,10,9,66,136,0,114,1
2297,240,346,0,215,144,1,18,4,4,5,9,70,43,508,503,10,9,274,350,0,6,0
2298,109,172,0,5,20,6,5,9,10,3,4,93,62,330,325,8,7,120,175,0,33,1
2299,155,256,0,62,125,2,18,10,0,3,12,60,52,243,236,5,6,215,256,0,0,0
2300,51,110,0,215,144,6,21,3,6,11,15,92,59,357,354,3,6,73,120,0,0,0
2301,238,371,0,215,127,12,22,0,12,8,16,31,25,204,188,3,1,289,363,0,0,0
2302,206,206,0,215,0,3,22,4,3,7,8,62,83,249,264,8,8,209,192,0,10,1
2303,96,165,6,215,144,12,18,12,12,8,13,72,47,294,325,2,4,148,155,0,0,0
2304,148,158,201,7,64,14,37,6,13,12,17,89,63,76,127,5,5,124,147,1,62,1
2305,193,220,0,215,144,7,21,7,7,17,13,71,51,212,213,10,9,194,223,0,0,0
2306,155,267,0,75,136,11,14,0,11,7,12,66,47,274,267,1,1,187,265,0,0,0
