,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
10804,8.4,19.1,0.0,5.4,5.8,7,44.0,13,7,15.0,20.0,55.0,29.0,1012.7,1011.1,1.0,1.0,12.8,18.2,0,0.0,0
10805,11.0,22.5,0.0,6.6,5.0,9,33.0,8,9,11.0,13.0,73.0,61.0,1011.4,1009.7,7.0,7.0,19.3,21.4,0,0.0,0
10806,21.3,28.8,15.6,2.0,6.8,9,39.0,8,9,19.0,30.0,82.0,64.0,1019.7,1017.5,6.0,7.0,24.2,27.3,1,0.0,0
10807,6.1,24.1,0.0,6.6,12.2,11,30.0,3,10,9.0,11.0,75.0,41.0,1027.9,1023.7,1.0,7.0,13.0,23.6,0,0.0,0
10808,11.3,22.7,1.6,2.4,8.8,6,28.0,3,13,9.0,13.0,76.0,46.0,1022.9,1018.6,,,14.4,21.6,1,0.0,0
10809,11.2,21.1,0.0,,,2,22.0,12,0,7.0,13.0,65.0,60.0,1023.8,1021.6,,,17.5,20.2,0,0.0,0
10810,15.3,31.8,0.0,8.6,11.6,8,35.0,0,8,19.0,20.0,52.0,24.0,1021.4,1017.7,0.0,4.0,22.0,29.7,0,0.0,0
10811,3.7,19.1,0.0,,,4,33.0,0,14,2.0,17.0,96.0,61.0,1023.9,1020.7,8.0,2.0,9.0,18.3,0,0.0,0
10812,9.2,24.5,0.0,,,16,,16,9,0.0,4.0,49.0,49.0,,,0.0,1.0,20.5,22.5,0,0.0,0
10813,21.6,25.6,2.4,,,4,50.0,1,1,19.0,31.0,87.0,82.0,1014.2,1011.8,,,23.2,23.9,1,0.0,0
10814,18.0,31.9,6.6,1.8,,4,39.0,16,1,0.0,19.0,92.0,42.0,1015.9,1014.4,,,22.2,31.1,1,0.0,0
10815,14.8,25.4,0.0,,,10,48.0,9,10,24.0,30.0,66.0,57.0,1015.1,1014.0,,,21.0,23.4,0,0.0,0
10816,11.2,16.0,12.0,,,10,89.0,9,8,52.0,59.0,88.0,67.0,1011.3,1014.6,,,13.9,15.7,1,18.0,1
10817,14.9,27.3,0.0,,,10,41.0,10,9,20.0,13.0,50.0,30.0,1011.6,1008.5,,1.0,17.4,25.8,0,0.0,0
10818,-0.3,2.9,0.2,,,10,70.0,9,10,24.0,22.0,,78.0,,,,,,2.6,0,0.0,0
10819,17.9,18.4,1.6,11.8,0.3,10,65.0,8,10,31.0,41.0,89.0,91.0,,1013.8,7.0,7.0,18.1,16.3,1,3.2,1
10820,23.3,30.9,3.4,1.6,5.8,12,57.0,14,13,26.0,17.0,73.0,79.0,1006.2,1004.2,6.0,7.0,29.7,29.4,1,25.8,1
10821,11.2,20.6,2.6,,,8,24.0,13,8,11.0,11.0,87.0,67.0,1012.4,1011.7,,,16.5,19.4,1,3.0,1
10822,11.7,31.8,0.0,4.6,5.6,2,31.0,7,0,9.0,17.0,97.0,33.0,1012.9,1009.5,6.0,6.0,14.7,30.5,0,0.0,0
10823,13.5,29.0,0.0,4.8,10.8,1,31.0,5,1,20.0,11.0,60.0,26.0,1024.2,1019.9,1.0,3.0,20.0,28.1,0,0.0,0
10824,10.5,25.3,0.0,12.8,12.9,14,37.0,15,2,17.0,24.0,39.0,36.0,1009.0,1007.3,1.0,2.0,20.4,23.7,0,0.0,0
10825,-0.2,16.7,0.0,,,3,26.0,3,13,4.0,9.0,78.0,46.0,1026.6,1022.4,,,6.5,15.2,0,0.0,0
10826,6.6,17.4,0.2,,,8,35.0,16,10,0.0,9.0,95.0,60.0,1014.4,1013.6,,,11.1,16.0,0,0.0,0
10827,13.0,19.0,3.4,,,16,44.0,16,16,20.0,26.0,,,1013.0,1014.8,,,17.8,17.1,1,0.2,0
10828,,18.5,0.2,,,16,,16,4,0.0,4.0,99.0,59.0,,,8.0,1.0,8.3,17.5,0,0.2,0
10829,6.9,26.4,0.0,7.8,11.8,8,43.0,13,10,13.0,11.0,65.0,22.0,1025.7,1023.2,0.0,0.0,12.8,24.3,0,0.0,0
10830,14.2,18.6,0.6,2.6,0.1,16,,5,6,2.0,4.0,86.0,75.0,999.2,994.6,8.0,8.0,14.5,17.2,0,8.2,1
10831,8.8,17.7,9.0,,,6,35.0,16,7,0.0,20.0,99.0,51.0,1015.6,1015.0,,,13.5,16.4,1,5.4,1
10832,17.4,26.1,3.8,2.0,1.0,3,33.0,3,3,13.0,19.0,71.0,55.0,1011.4,1007.5,7.0,8.0,20.6,25.5,1,0.2,0
10833,18.3,25.7,0.0,5.6,9.8,16,,0,0,24.0,31.0,74.0,65.0,1014.7,1010.1,3.0,6.0,22.5,23.8,0,0.0,0
10834,18.8,32.0,0.0,,10.8,1,44.0,16,1,,19.0,,28.0,,1008.3,,6.0,,31.7,0,0.0,0
10835,10.6,14.8,0.0,,,8,43.0,11,10,19.0,28.0,62.0,62.0,1024.2,1024.2,1.0,6.0,12.7,13.9,0,0.0,0
10836,5.9,21.0,0.0,3.4,2.7,2,31.0,0,2,13.0,17.0,34.0,24.0,1023.7,1020.0,7.0,7.0,12.1,20.1,0,0.0,0
10838,10.7,20.8,0.0,,,1,31.0,12,2,9.0,20.0,68.0,72.0,1013.5,1008.9,,,17.9,18.0,0,4.2,1
10839,17.4,21.3,1.6,4.4,7.4,16,,16,16,,,52.0,48.0,1026.8,1025.4,5.0,5.0,19.7,20.7,1,0.0,0
10840,10.3,27.7,0.0,6.6,10.5,7,48.0,4,6,17.0,9.0,39.0,13.0,1019.2,1014.1,1.0,1.0,17.3,25.7,0,0.0,0
10841,8.5,13.9,2.6,1.4,0.6,13,33.0,11,15,13.0,22.0,74.0,61.0,1027.2,1027.6,8.0,7.0,10.9,13.0,1,0.2,0
10842,12.3,23.1,8.6,,,9,33.0,10,9,13.0,15.0,81.0,42.0,1018.3,1017.2,7.0,3.0,13.9,22.1,1,0.0,0
10843,7.5,22.9,0.0,,,14,50.0,7,14,17.0,20.0,60.0,57.0,1009.4,1007.0,,,20.6,20.8,0,6.8,1
10844,3.1,11.2,0.0,,,13,63.0,13,14,17.0,22.0,68.0,52.0,,,,,6.1,9.4,0,0.0,0
10845,4.6,22.8,0.0,2.6,,3,24.0,0,6,2.0,7.0,50.0,30.0,1024.8,1021.2,1.0,1.0,16.1,22.1,0,0.0,0
10846,8.6,18.5,1.4,0.4,9.8,13,30.0,15,13,19.0,19.0,77.0,63.0,1015.9,1015.1,6.0,2.0,15.0,17.8,1,0.0,0
10847,1.5,18.1,0.2,,,9,15.0,16,3,0.0,9.0,93.0,39.0,,,,,7.0,17.6,0,0.0,0
10848,-1.4,14.7,0.0,,,3,30.0,11,6,2.0,15.0,92.0,61.0,1029.5,1024.1,,,2.8,13.4,0,11.0,1
10849,10.3,17.8,0.0,,,7,24.0,6,13,4.0,11.0,79.0,55.0,1032.2,1029.2,,,12.8,16.3,0,0.0,0
10850,6.9,15.5,8.2,2.0,9.2,15,50.0,13,13,22.0,28.0,71.0,53.0,1010.6,1012.8,1.0,3.0,11.9,13.9,1,0.2,0
10851,11.4,17.9,6.8,,3.0,12,46.0,13,12,2.0,24.0,94.0,68.0,1012.3,1010.3,8.0,8.0,13.2,15.4,1,1.4,1
10852,22.7,37.7,0.0,14.0,,4,43.0,1,14,24.0,11.0,21.0,13.0,1012.9,1010.1,1.0,1.0,28.5,36.7,0,0.0,0
10853,14.3,24.5,,,,2,31.0,16,8,,13.0,85.0,44.0,1020.4,1018.0,,,17.5,24.1,2,0.0,0
10854,23.9,39.2,0.0,,12.8,4,46.0,5,13,20.0,9.0,21.0,11.0,1012.1,1009.2,0.0,0.0,28.2,37.5,0,0.0,0
10855,13.4,19.0,9.6,2.2,1.3,12,26.0,11,12,17.0,15.0,97.0,72.0,1018.5,1018.3,8.0,7.0,13.8,17.6,1,0.0,0
10856,23.0,31.7,20.2,7.2,4.6,9,31.0,1,9,6.0,9.0,79.0,78.0,1005.2,1002.8,7.0,7.0,29.8,28.8,1,15.0,1
10857,12.2,26.4,0.0,6.8,9.5,4,41.0,11,1,7.0,28.0,45.0,54.0,1020.5,1016.8,2.0,1.0,20.5,24.2,0,0.0,0
10858,2.2,15.5,0.0,2.2,3.8,16,,2,1,9.0,9.0,66.0,55.0,1030.9,1026.3,5.0,7.0,6.8,13.5,0,0.0,0
10859,10.9,29.6,0.0,,,8,39.0,8,10,6.0,24.0,48.0,42.0,1018.6,1017.0,,,21.1,26.6,0,0.0,0
10860,11.9,19.9,0.4,6.2,2.2,3,30.0,5,6,13.0,15.0,68.0,56.0,1012.1,1010.6,7.0,8.0,14.7,18.0,0,0.2,0
10861,16.7,31.3,0.0,10.8,,5,26.0,5,10,7.0,9.0,32.0,17.0,1021.9,1019.1,7.0,7.0,24.2,30.2,0,0.0,0
10862,9.2,21.1,0.2,,,1,28.0,1,9,2.0,13.0,99.0,72.0,1017.8,1014.2,,,12.6,20.0,0,0.0,0
10863,24.6,32.0,2.0,4.8,,2,44.0,10,9,26.0,31.0,64.0,57.0,1010.5,1007.2,2.0,1.0,28.4,31.6,1,0.0,0
10864,3.2,16.6,1.2,3.2,11.4,7,48.0,14,7,9.0,33.0,49.0,40.0,1018.1,1016.6,0.0,1.0,10.6,15.1,1,0.0,0
10865,15.9,22.8,0.4,1.8,,9,37.0,11,9,19.0,19.0,62.0,45.0,1031.8,1031.5,,,18.9,22.6,0,0.0,0
10866,9.6,22.9,0.0,7.4,9.3,7,54.0,6,6,31.0,19.0,52.0,39.0,1010.2,1008.3,5.0,6.0,14.9,20.8,0,0.0,0
10867,16.1,29.4,0.0,,,4,28.0,3,10,9.0,11.0,50.0,53.0,1016.5,1015.0,,,22.0,25.9,0,0.0,0
10868,5.1,14.7,10.0,,,7,26.0,3,7,7.0,13.0,99.0,61.0,1020.0,1015.7,,,9.7,13.5,1,0.2,0
10869,17.6,33.7,0.0,,11.9,2,63.0,2,9,20.0,20.0,36.0,18.0,1012.0,1007.6,7.0,3.0,22.7,32.5,0,0.0,0
10870,12.2,20.5,3.0,9.6,7.8,13,46.0,6,13,17.0,26.0,88.0,42.0,1010.5,1008.6,7.0,4.0,13.0,20.4,1,0.0,0
10871,19.4,30.4,0.0,11.0,8.7,0,41.0,9,0,19.0,22.0,12.0,17.0,1014.6,1011.7,7.0,2.0,25.0,30.3,0,0.0,0
10872,11.0,26.6,0.0,4.0,10.5,11,26.0,0,13,9.0,13.0,79.0,36.0,1019.9,1017.1,1.0,4.0,15.7,25.8,0,0.0,0
10873,2.0,13.1,0.0,,,4,11.0,16,7,0.0,6.0,97.0,79.0,1040.3,1038.4,,,3.5,12.6,0,0.0,0
10874,19.0,30.5,0.0,7.0,10.6,0,52.0,0,10,28.0,15.0,59.0,29.0,1015.9,1011.2,2.0,1.0,23.3,29.1,0,0.0,0
10875,9.0,19.3,4.4,2.8,11.0,2,31.0,4,9,11.0,17.0,65.0,50.0,1022.4,1020.9,,,14.8,18.5,1,0.0,0
10876,21.7,40.4,0.0,,,8,74.0,7,14,17.0,17.0,63.0,30.0,1005.4,1002.9,,,31.0,39.8,0,0.0,0
10877,7.3,20.3,0.0,2.6,,13,22.0,15,11,6.0,4.0,51.0,43.0,1019.8,1017.0,5.0,1.0,12.5,19.9,0,0.0,0
10878,10.6,16.9,6.4,,9.3,1,39.0,1,1,24.0,15.0,72.0,59.0,1019.1,1015.8,,3.0,12.4,16.7,1,0.0,0
10879,20.8,26.4,0.0,5.4,8.2,16,,13,4,6.0,19.0,82.0,66.0,1019.2,1014.9,2.0,7.0,23.1,26.2,0,0.0,0
10880,16.6,33.8,0.0,8.2,,10,31.0,8,12,11.0,7.0,27.0,15.0,1016.6,1015.2,1.0,1.0,26.0,32.3,0,0.0,0
10881,-2.3,9.7,0.0,1.4,1.9,10,28.0,10,15,6.0,13.0,92.0,66.0,1013.8,1010.0,7.0,7.0,1.0,7.8,0,1.4,1
10882,14.6,35.3,0.0,8.4,12.8,4,50.0,5,13,28.0,6.0,34.0,21.0,1023.0,1021.0,1.0,1.0,25.5,33.3,0,0.0,0
10883,11.6,20.4,,,,4,20.0,16,4,,13.0,,54.0,,,,,,20.0,2,3.2,1
10884,17.9,22.7,0.0,,,1,50.0,3,4,24.0,43.0,71.0,72.0,1027.0,1024.1,1.0,,20.5,21.5,0,0.0,0
10885,7.1,13.9,6.0,,,11,48.0,8,10,13.0,11.0,64.0,50.0,1027.6,1028.8,,,10.2,12.5,1,0.2,0
10886,2.2,18.3,0.0,1.6,,9,26.0,7,9,7.0,15.0,94.0,54.0,1025.1,1022.2,5.0,2.0,8.5,16.6,0,0.0,0
10887,15.5,36.2,0.0,,13.2,0,54.0,9,15,17.0,20.0,42.0,22.0,1008.6,1004.8,0.0,1.0,26.0,34.9,0,0.0,0
10888,20.4,28.1,0.0,5.0,9.5,2,35.0,9,1,13.0,22.0,67.0,59.0,1016.0,1013.1,7.0,3.0,24.2,26.4,0,0.0,0
10889,11.8,16.7,0.2,2.2,8.8,14,72.0,7,14,24.0,30.0,57.0,42.0,1013.8,1016.1,2.0,5.0,13.8,14.1,0,0.2,0
10890,11.9,21.7,2.0,,,3,37.0,3,6,2.0,17.0,91.0,65.0,1011.4,1005.8,,,13.1,20.6,1,3.8,1
10891,5.8,12.3,0.0,1.4,0.2,13,20.0,7,11,7.0,7.0,95.0,92.0,1009.4,1006.2,7.0,7.0,8.6,11.1,0,3.2,1
10892,20.6,33.3,0.0,10.0,10.8,4,56.0,3,4,11.0,30.0,60.0,45.0,1013.4,1009.9,0.0,1.0,26.8,29.8,0,0.0,0
10893,-3.9,4.3,22.0,,,14,72.0,13,16,19.0,,76.0,,,,,,-1.2,,1,4.0,1
10894,11.1,20.1,3.4,0.2,10.9,8,28.0,10,11,15.0,11.0,86.0,51.0,1021.1,1020.2,0.0,1.0,14.3,19.5,1,0.0,0
10895,6.1,22.2,0.0,5.0,10.2,4,26.0,10,4,2.0,9.0,61.0,45.0,1018.8,1014.9,0.0,0.0,14.3,20.9,0,0.0,0
10896,20.2,39.9,0.0,,,14,43.0,16,13,0.0,22.0,51.0,21.0,1012.4,1007.9,,,26.7,39.1,0,0.0,0
10897,7.0,12.2,1.4,,,13,46.0,12,12,26.0,19.0,99.0,61.0,1010.3,1010.7,8.0,8.0,8.4,10.7,1,0.0,0
10898,24.0,27.9,162.2,,0.0,4,46.0,0,1,20.0,20.0,95.0,85.0,1007.1,1006.1,8.0,8.0,25.3,27.3,1,31.8,1
10899,21.1,32.2,0.0,,,16,,16,9,0.0,7.0,75.0,91.0,,,6.0,7.0,24.0,21.5,0,41.8,1
10900,20.4,30.2,0.0,5.4,11.7,5,61.0,3,5,19.0,41.0,67.0,62.0,1014.1,1008.9,1.0,1.0,26.2,27.7,0,0.0,0
10901,17.6,23.3,0.8,,,5,22.0,16,0,0.0,11.0,85.0,83.0,,1013.3,,,20.3,22.8,0,0.0,0
10902,-1.4,16.6,0.0,4.0,10.1,16,,10,9,7.0,20.0,65.0,27.0,1029.2,1024.1,0.0,0.0,6.5,16.2,0,0.0,0
10903,6.9,20.4,1.4,,9.3,15,37.0,7,1,9.0,13.0,71.0,52.0,1010.9,1006.0,1.0,1.0,15.1,19.0,1,0.0,0
10904,1.5,17.3,0.0,,,3,17.0,16,3,0.0,9.0,91.0,40.0,1025.3,1022.3,,,4.6,17.1,0,0.0,0
10905,2.7,17.4,5.0,,,13,30.0,14,11,2.0,9.0,100.0,45.0,1010.9,1007.8,,,9.9,15.5,1,0.0,0
10906,8.1,16.4,0.0,1.0,4.8,8,22.0,3,8,4.0,13.0,86.0,51.0,1022.7,1022.3,7.0,3.0,10.8,15.8,0,0.2,0
10907,12.0,19.1,0.2,4.0,8.9,9,46.0,9,9,19.0,28.0,55.0,56.0,1022.3,1021.9,7.0,6.0,15.9,17.6,0,0.0,0
10908,9.3,15.2,12.6,,,13,31.0,12,11,15.0,17.0,73.0,70.0,1025.3,1024.6,,,11.5,14.5,1,0.2,0
10909,12.5,18.8,,,,9,35.0,4,9,9.0,20.0,94.0,67.0,1032.9,1031.2,,,14.3,17.3,2,0.6,0
10910,7.3,16.5,0.0,,,7,28.0,16,7,0.0,15.0,99.0,46.0,1038.1,1036.0,,,8.1,15.9,0,0.0,0
10911,12.2,33.7,0.0,9.0,13.2,2,24.0,0,0,11.0,9.0,54.0,25.0,1018.2,1017.0,0.0,1.0,20.8,31.2,0,0.0,0
10912,8.3,16.0,0.6,2.0,3.9,12,41.0,13,12,9.0,20.0,89.0,80.0,1023.1,1023.5,7.0,6.0,12.8,14.5,0,0.2,0
10913,24.1,31.3,10.8,,,5,37.0,7,5,13.0,28.0,74.0,80.0,1011.1,1007.5,,,28.2,28.3,1,0.0,0
10914,24.7,35.4,0.0,8.4,11.2,6,35.0,3,7,15.0,17.0,69.0,24.0,1012.5,1008.2,5.0,2.0,29.6,34.9,0,0.0,0
10915,13.6,20.4,0.0,4.0,7.3,2,30.0,11,2,6.0,20.0,84.0,61.0,1022.0,1020.5,,,15.4,19.8,0,0.0,0
10916,17.0,32.0,0.0,,,4,24.0,9,7,6.0,6.0,69.0,44.0,,,,,24.6,31.7,0,0.0,0
10917,9.1,25.0,0.0,4.0,13.0,2,48.0,9,10,31.0,15.0,60.0,44.0,1023.3,1020.9,1.0,1.0,16.5,24.5,0,0.0,0
10918,23.7,36.1,0.0,8.0,11.0,0,41.0,2,6,9.0,24.0,63.0,44.0,1014.1,1009.6,4.0,2.0,29.6,32.4,0,0.0,0
10919,12.3,22.3,0.0,,,14,24.0,16,11,0.0,7.0,90.0,57.0,1016.5,1014.3,,8.0,13.9,19.4,0,0.0,0
10920,22.9,30.2,8.4,1.4,5.5,0,30.0,8,4,11.0,17.0,73.0,75.0,1016.2,1013.1,7.0,6.0,27.1,28.5,1,0.0,0
10921,9.1,13.6,2.6,5.2,4.2,13,81.0,6,14,28.0,50.0,55.0,63.0,997.2,999.0,6.0,7.0,10.5,11.9,1,1.8,1
10922,4.2,19.0,0.2,1.6,9.3,3,26.0,16,9,0.0,15.0,90.0,49.0,1025.4,1021.4,1.0,0.0,8.1,18.7,0,0.0,0
10923,9.7,17.4,1.8,,,7,70.0,3,6,17.0,26.0,81.0,93.0,1005.7,998.5,,,14.2,15.5,1,16.4,1
10924,23.3,34.3,0.0,7.2,10.7,1,44.0,2,4,24.0,28.0,63.0,34.0,1014.2,1010.3,3.0,1.0,27.5,33.5,0,0.0,0
10925,9.2,15.9,2.6,4.6,8.6,8,39.0,15,9,9.0,22.0,57.0,54.0,1011.0,1009.8,6.0,5.0,12.2,14.5,1,0.0,0
10926,12.0,25.1,0.0,3.0,,10,28.0,9,3,11.0,9.0,68.0,22.0,1023.3,1020.2,2.0,2.0,17.2,24.8,0,0.0,0
10927,8.4,22.9,0.0,5.0,11.4,1,33.0,1,4,13.0,20.0,37.0,35.0,1013.1,1011.0,0.0,1.0,20.0,21.4,0,0.0,0
10928,8.7,15.2,1.2,3.4,6.0,13,50.0,15,13,26.0,31.0,77.0,72.0,1020.2,1022.0,6.0,7.0,11.4,14.3,1,1.8,1
10929,14.2,21.4,1.8,,,9,31.0,11,2,15.0,20.0,73.0,53.0,1020.1,1018.6,,,16.5,20.8,1,0.0,0
10930,16.9,20.9,1.8,20.2,2.3,8,44.0,12,10,20.0,28.0,74.0,59.0,1012.6,1014.0,7.0,7.0,18.4,20.0,1,0.2,0
10931,10.5,16.1,2.4,1.4,4.4,14,56.0,13,14,19.0,28.0,81.0,71.0,1013.9,1011.6,8.0,7.0,12.8,14.6,1,3.6,1
10932,8.7,14.7,2.2,,,10,35.0,0,8,11.0,20.0,81.0,74.0,1029.3,1027.9,,,10.0,12.3,1,0.6,0
10933,8.8,17.0,2.6,1.8,,13,57.0,13,13,22.0,31.0,75.0,61.0,1018.7,1018.7,6.0,3.0,13.3,16.4,1,0.2,0
10934,4.9,20.6,0.0,,,13,65.0,7,7,7.0,35.0,88.0,35.0,,,,,10.6,19.2,0,0.2,0
10935,25.9,33.3,0.0,4.6,10.0,14,35.0,16,14,0.0,26.0,73.0,59.0,1009.8,1006.7,7.0,5.0,30.2,32.7,0,0.0,0
10936,25.3,30.0,0.4,4.6,1.4,2,44.0,14,10,9.0,13.0,70.0,80.0,1010.9,1008.8,6.0,7.0,29.7,26.8,0,30.6,1
10937,8.5,20.9,1.2,0.8,5.9,15,37.0,10,15,11.0,20.0,82.0,71.0,1012.2,1009.1,7.0,6.0,12.4,16.5,1,0.6,0
10938,21.9,33.6,0.0,9.2,11.8,9,41.0,13,5,6.0,15.0,58.0,51.0,1012.7,1010.0,1.0,1.0,28.3,30.9,0,0.0,0
10939,20.3,30.3,0.0,,,9,41.0,5,4,9.0,9.0,72.0,64.0,1007.9,1005.5,,,24.5,28.6,0,7.2,1
10940,14.8,25.7,0.0,9.4,8.7,15,48.0,9,12,9.0,28.0,49.0,53.0,1014.1,1012.2,,5.0,19.0,23.1,0,0.0,0
10941,14.5,17.0,1.2,2.0,3.3,16,,10,9,19.0,13.0,66.0,58.0,1020.8,1020.5,4.0,8.0,16.2,16.0,1,0.0,0
10942,8.7,21.1,0.0,1.6,9.2,1,24.0,1,5,6.0,9.0,73.0,49.0,1024.3,1019.5,1.0,1.0,13.5,20.7,0,0.0,0
10943,17.6,34.8,4.6,,,8,41.0,8,11,11.0,24.0,64.0,37.0,,,,,25.7,33.8,1,0.0,0
10944,0.8,18.0,0.4,1.6,,5,54.0,4,3,11.0,30.0,71.0,33.0,1014.6,1007.6,6.0,7.0,7.6,16.4,0,0.6,0
10945,20.6,36.0,0.0,6.6,3.9,7,31.0,4,13,7.0,17.0,41.0,18.0,1021.0,1019.5,,,25.0,34.7,0,0.0,0
10946,2.2,16.7,0.0,,,7,17.0,13,3,6.0,7.0,99.0,60.0,1029.2,1024.5,,,5.8,16.1,0,0.0,0
10947,11.5,27.7,0.0,4.4,9.9,4,35.0,0,4,20.0,19.0,62.0,37.0,1026.6,1022.2,0.0,4.0,19.3,26.8,0,0.0,0
10948,7.7,13.4,39.0,,,15,78.0,6,13,39.0,37.0,90.0,82.0,994.6,996.5,,,8.9,9.9,1,15.4,1
10949,13.5,28.2,0.0,6.4,,1,41.0,4,7,9.0,9.0,60.0,33.0,1021.9,1018.2,6.0,7.0,19.2,26.1,0,1.6,1
10950,10.3,12.5,2.6,2.8,0.0,4,43.0,1,1,20.0,26.0,83.0,90.0,1012.8,1007.7,8.0,8.0,10.9,11.6,1,25.6,1
10951,21.2,27.0,0.0,7.8,11.1,11,31.0,8,0,19.0,15.0,67.0,66.0,1014.3,1012.8,1.0,1.0,24.9,26.7,0,0.0,0
10952,19.2,23.8,0.0,,,9,37.0,10,9,9.0,19.0,82.0,74.0,1016.7,1015.4,8.0,8.0,20.7,23.3,0,0.0,0
10953,22.9,32.8,0.0,6.4,10.4,9,37.0,10,2,17.0,26.0,64.0,45.0,1010.8,1007.2,2.0,1.0,28.6,32.3,0,0.0,0
10954,14.9,21.6,6.0,,5.3,12,41.0,12,12,17.0,19.0,82.0,63.0,1011.4,1011.7,,,17.5,20.1,1,2.8,1
10955,12.0,26.5,0.0,12.8,12.9,7,50.0,4,6,6.0,22.0,62.0,19.0,1013.2,1008.8,7.0,1.0,15.7,25.0,0,0.0,0
10956,7.1,21.9,0.0,2.4,8.7,2,28.0,0,13,19.0,9.0,83.0,45.0,1022.7,1019.5,5.0,1.0,13.5,21.6,0,0.0,0
10957,14.5,24.3,0.2,,,7,31.0,13,7,15.0,15.0,51.0,36.0,1023.2,1018.6,,,19.8,24.0,0,0.0,0
10958,7.6,22.8,3.8,,,14,35.0,13,6,17.0,19.0,65.0,20.0,,,,,14.1,22.4,1,0.0,0
10959,18.6,24.5,0.0,15.2,7.9,11,54.0,11,12,22.0,24.0,46.0,21.0,1016.0,1015.6,8.0,1.0,18.6,22.9,0,0.0,0
10960,18.4,35.9,3.2,2.0,11.4,8,72.0,6,11,15.0,37.0,74.0,71.0,1004.2,1001.1,0.0,5.0,25.3,25.6,1,0.2,0
10961,3.4,23.5,0.0,6.6,11.4,13,30.0,8,12,2.0,20.0,35.0,16.0,1016.5,1012.5,0.0,1.0,16.7,23.1,0,0.0,0
10962,10.5,21.5,0.0,3.8,6.0,13,46.0,3,9,13.0,15.0,68.0,64.0,1016.9,1011.2,1.0,6.0,15.5,17.8,0,0.0,0
10963,11.3,23.0,0.0,6.6,2.2,4,31.0,12,9,6.0,15.0,81.0,68.0,1014.3,1010.5,7.0,7.0,16.2,22.3,0,4.8,1
10964,6.7,16.8,0.0,1.6,6.7,2,28.0,2,9,11.0,11.0,83.0,53.0,1032.7,1030.6,8.0,6.0,12.5,16.2,0,0.0,0
10965,11.7,31.3,0.0,,,1,37.0,5,5,17.0,15.0,68.0,21.0,,,,,19.1,29.6,0,0.0,0
10966,13.7,19.7,3.4,4.2,12.8,13,50.0,12,12,28.0,24.0,43.0,27.0,1018.1,1020.9,,,15.6,18.9,1,0.0,0
10967,20.8,29.1,0.2,2.6,9.1,9,31.0,8,9,15.0,19.0,73.0,60.0,1013.7,1011.1,1.0,2.0,25.3,28.1,0,0.0,0
10968,19.0,23.0,5.2,,,11,17.0,8,2,6.0,7.0,99.0,99.0,,,,,21.7,21.2,1,34.2,1
10969,2.1,17.8,0.0,1.4,8.7,3,41.0,3,6,19.0,24.0,72.0,55.0,1022.1,1018.4,3.0,6.0,8.9,17.3,0,3.2,1
10970,6.7,21.6,0.0,7.0,12.1,16,,12,9,22.0,20.0,29.0,43.0,1020.2,1019.6,1.0,1.0,18.2,21.0,0,0.0,0
10971,24.2,32.3,0.0,9.8,12.2,1,39.0,2,1,20.0,26.0,65.0,65.0,1015.1,1012.3,3.0,2.0,29.8,30.7,0,1.4,1
10972,22.6,30.8,2.4,7.0,6.6,0,50.0,9,0,26.0,26.0,70.0,54.0,1018.8,1015.5,7.0,5.0,26.5,29.1,1,0.0,0
10973,17.7,27.2,0.0,,,5,43.0,1,5,9.0,35.0,62.0,64.0,1015.3,1011.4,,,25.0,25.0,0,0.0,0
10974,8.0,16.2,0.0,3.4,6.8,14,52.0,14,13,26.0,30.0,71.0,55.0,1021.8,1021.3,3.0,3.0,12.1,15.5,0,0.0,0
10975,22.0,27.0,0.0,6.6,6.4,4,50.0,5,4,20.0,28.0,74.0,62.0,1011.5,1008.8,,,23.8,26.1,0,1.4,1
10976,10.6,18.4,3.6,4.2,7.6,14,54.0,6,13,17.0,24.0,94.0,62.0,1001.3,1002.5,7.0,7.0,14.2,15.9,1,11.6,1
10977,5.0,15.8,9.2,,,13,48.0,12,15,26.0,30.0,77.0,54.0,1004.9,1005.9,6.0,,9.9,14.8,1,5.2,1
10978,18.4,23.3,3.4,9.2,1.3,12,54.0,12,12,30.0,22.0,81.0,71.0,1020.9,1019.2,7.0,8.0,19.6,21.9,1,1.0,0
10979,8.7,16.6,17.0,3.4,4.2,11,48.0,12,8,15.0,22.0,93.0,74.0,1032.7,1032.5,7.0,5.0,13.5,16.1,1,0.2,0
10980,9.0,15.5,5.6,7.4,6.1,16,,16,3,43.0,28.0,62.0,83.0,1017.8,1018.3,5.0,7.0,14.5,13.0,1,1.8,1
10981,21.7,28.5,0.0,8.2,11.1,16,,0,0,11.0,20.0,67.0,62.0,1011.8,1007.4,1.0,2.0,25.4,27.3,0,0.0,0
10983,16.8,30.5,4.4,,,3,52.0,3,3,28.0,33.0,100.0,77.0,1010.7,1006.7,8.0,8.0,21.8,26.4,1,70.4,1
10984,7.6,17.4,13.0,,,6,61.0,14,7,24.0,35.0,60.0,79.0,1012.1,1008.6,,,13.8,15.3,1,0.0,0
